Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
AXISBANK,EQ,18-May-16,503.35,498.5,503,495.25,500,501.1,499.23,8241793,4114555261,128382,4827874,58.58
AXISBANK,EQ,19-May-16,501.1,501.75,501.75,489,490.1,490.5,494.79,5989236,2963418054,77867,3306791,55.21
AXISBANK,EQ,20-May-16,490.5,493.95,495.7,488.1,490.8,490.6,491.55,5012902,2464103338,74022,2248403,44.85
AXISBANK,EQ,23-May-16,490.6,495.4,495.4,485,485.7,486.5,490.79,4700955,2307187831,86961,2336163,49.7
AXISBANK,EQ,24-May-16,486.5,483.25,490.95,482,489.65,488.95,487.26,4838908,2357794092,66446,2577421,53.26
AXISBANK,EQ,25-May-16,488.95,494,503,493.35,502,502.15,500.17,7144175,3573287827,111562,4215430,59.01
AXISBANK,EQ,26-May-16,502.15,502.5,523,500.25,521.05,519,510.79,11207975,5724962652,171360,6451620,57.56
AXISBANK,EQ,27-May-16,519,520.25,525,509,514,512.4,516.12,7699491,3973869059,129947,3832170,49.77
AXISBANK,EQ,30-May-16,512.4,513.95,522.05,512.5,512.75,513.7,517.4,4892196,2531214040,71201,2150807,43.96
AXISBANK,EQ,31-May-16,513.7,515,518.7,510.7,515.4,515.2,514.71,5706744,2937326005,99792,2938332,51.49
AXISBANK,EQ,01-Jun-16,515.2,524.85,529.45,510,512.15,511.95,519.57,9559476,4966809893,147486,3620872,37.88
AXISBANK,EQ,02-Jun-16,511.95,510.5,525,506.75,524.7,524.35,516.37,7013241,3621461919,88349,3270520,46.63
AXISBANK,EQ,03-Jun-16,524.35,527.15,544.95,527,542.25,542.65,540.35,13581215,7338661102,225732,7127909,52.48
AXISBANK,EQ,06-Jun-16,542.65,542.1,545,530.3,533.6,532.85,535.14,9416306,5039002621,138763,5632396,59.82
AXISBANK,EQ,07-Jun-16,532.85,539.1,539.1,526.75,533.75,534.4,532.89,11455340,6104416377,171731,6270097,54.74
AXISBANK,EQ,08-Jun-16,534.4,536.4,541.45,530.8,540.75,539,537.75,6988719,3758183824,134347,3868537,55.35
AXISBANK,EQ,09-Jun-16,539,542.95,545.9,537.1,541.35,542.6,542.03,7019405,3804699076,140157,3739800,53.28
AXISBANK,EQ,10-Jun-16,542.6,540,549.15,538.3,541.9,541.05,543.38,6382258,3467996140,86938,3031765,47.5
AXISBANK,EQ,13-Jun-16,541.05,529.8,534.6,524,531.5,531.15,528.64,6788154,3588490367,86654,3298570,48.59
AXISBANK,EQ,14-Jun-16,531.15,535.8,535.8,525.5,529.2,529.65,529.05,8234417,4356429575,96045,4552620,55.29
AXISBANK,EQ,15-Jun-16,529.65,531.9,533.4,522.65,529.25,528.8,527.71,7836638,4135447727,95368,4507957,57.52
AXISBANK,EQ,16-Jun-16,528.8,528,528.3,516,522.7,523.45,522.39,5375177,2807954076,97079,2471288,45.98
AXISBANK,EQ,17-Jun-16,523.45,526.9,533.9,524.7,526.35,526.9,530.11,7201452,3817540057,89492,3850981,53.48
AXISBANK,EQ,20-Jun-16,526.9,515,523.9,514,522.25,522.45,520.9,11335041,5904372997,98294,6939646,61.22
AXISBANK,EQ,21-Jun-16,522.45,524.5,524.5,515.45,515.75,517.4,519.27,5301794,2753082695,63398,2825763,53.3
AXISBANK,EQ,22-Jun-16,517.4,517.9,521,513.6,516.9,516.2,518.01,5374493,2784045962,65665,2515985,46.81
AXISBANK,EQ,23-Jun-16,516.2,518,528,514.8,524.9,526.4,521.17,5874012,3061385324,89079,2679557,45.62
AXISBANK,EQ,24-Jun-16,526.4,502,511.6,492.8,509,510.5,501.84,9745784,4890868656,130376,3601267,36.95
AXISBANK,EQ,27-Jun-16,510.5,507.4,517.6,507.15,514.2,514.45,514.98,4612787,2375477601,58217,1673822,36.29
AXISBANK,EQ,28-Jun-16,514.45,515,520.5,512.75,513,514,515.39,4479273,2308550172,68927,2390280,53.36
AXISBANK,EQ,29-Jun-16,514,518.5,518.95,514.25,518,517.85,516.72,4721178,2439529250,61619,2747145,58.19
AXISBANK,EQ,30-Jun-16,517.85,522,535.25,521,533.5,533.5,530.9,10912401,5793391293,123477,6088382,55.79
AXISBANK,EQ,01-Jul-16,533.5,535.8,545.7,535.5,542.2,542.9,541.78,6701034,3630477280,137481,3952286,58.98
AXISBANK,EQ,04-Jul-16,542.9,545.5,546.95,539.5,543,543.85,543.49,5173772,2811886543,82765,2908598,56.22
AXISBANK,EQ,05-Jul-16,543.85,541.2,546.25,535.25,539.15,539.7,540.92,5219466,2823324196,73292,2297753,44.02
